brand,model,year,mileage,drivetrain,msrp,current_value
Toyota,Corolla LE,2015,62902,RWD,33503,14719.0
Toyota,RAV4 XLE,2016,43345,AWD,34069,17334.0
Toyota,Highlander XLE,2018,155350,RWD,33444,19444.0
Toyota,RAV4 XLE,2021,97257,FWD,34069,29580.0
Toyota,RAV4 XLE,2017,71590,AWD,34069,19922.0
Toyota,RAV4 XLE,2009,97875,AWD,34069,5828.0
Toyota,Corolla LE,2019,53817,RWD,33503,25572.0
Toyota,Camry SE,2018,28586,RWD,33585,21889.0
Toyota,Corolla LE,2007,94011,RWD,33503,3650.0
Toyota,Corolla LE,2006,54795,RWD,33503,1442.0
Toyota,RAV4 XLE,2019,15235,RWD,34069,24338.0
Toyota,Camry SE,2008,94796,AWD,33585,4761.0
Toyota,Camry SE,2011,47630,AWD,33585,9101.0
Toyota,Highlander XLE,2021,33660,RWD,33444,28614.0
Toyota,Camry SE,2008,93454,FWD,33585,4809.0
Toyota,Camry SE,2007,55183,FWD,33585,3464.0
Toyota,Highlander XLE,2012,53615,FWD,33444,11414.0
Toyota,Camry SE,2020,25603,FWD,33585,24763.0
Toyota,RAV4 XLE,2012,3959,AWD,34069,9826.0
Toyota,Highlander XLE,2015,88923,FWD,33444,17056.0
Toyota,Camry SE,2012,88192,FWD,33585,12338.0
Toyota,RAV4 XLE,2008,79406,RWD,34069,4151.0
Toyota,Corolla LE,2013,56952,RWD,33503,12278.0
Toyota,Corolla LE,2009,63936,FWD,33503,5594.0
Toyota,Highlander XLE,2016,97116,RWD,33444,18771.0
Toyota,RAV4 XLE,2007,100331,AWD,34069,2831.0
Toyota,Corolla LE,2007,90066,FWD,33503,2848.0
Toyota,Highlander XLE,2023,42510,RWD,33444,28727.0
Toyota,Corolla LE,2021,43710,FWD,33503,25795.0
Toyota,RAV4 XLE,2012,58317,AWD,34069,10178.0
Toyota,RAV4 XLE,2007,33827,RWD,34069,3663.0
Toyota,RAV4 XLE,2011,86089,AWD,34069,10984.0
Toyota,Highlander XLE,2006,96659,AWD,33444,1789.0
Toyota,Corolla LE,2006,43111,FWD,33503,1457.0
Toyota,RAV4 XLE,2014,79437,FWD,34069,16530.0
Toyota,Highlander XLE,2008,78840,RWD,33444,4326.0
Toyota,Corolla LE,2010,66031,RWD,33503,8409.0
Toyota,Camry SE,2008,76516,RWD,33585,4776.0
Toyota,Corolla LE,2006,108138,AWD,33503,1662.0
Toyota,Highlander XLE,2015,94980,AWD,33444,14686.0
Toyota,Corolla LE,2011,58550,RWD,33503,8674.0
Toyota,Camry SE,2012,66884,AWD,33585,11651.0
Toyota,RAV4 XLE,2018,70592,FWD,34069,19156.0
Toyota,RAV4 XLE,2016,98530,AWD,34069,17881.0
Toyota,Corolla LE,2016,74112,AWD,33503,19478.0
Toyota,Camry SE,2012,83995,AWD,33585,12527.0
Toyota,Camry SE,2017,55151,RWD,33585,16599.0
Toyota,RAV4 XLE,2012,15944,AWD,34069,10151.0
Toyota,Corolla LE,2012,82916,AWD,33503,12698.0
Toyota,Highlander XLE,2014,92405,FWD,33444,16172.0
Toyota,Highlander XLE,2013,55695,RWD,33444,14576.0
Toyota,Highlander XLE,2012,36158,AWD,33444,10367.0
Toyota,Camry SE,2020,92614,RWD,33585,20795.0
Toyota,Corolla LE,2010,44423,AWD,33503,8726.0
Toyota,Camry SE,2005,69235,FWD,33585,1000.0
Toyota,RAV4 XLE,2014,92088,AWD,34069,16149.0
Toyota,Corolla LE,2019,85753,FWD,33503,21198.0
Toyota,RAV4 XLE,2011,57936,AWD,34069,10634.0
Toyota,Highlander XLE,2017,28627,AWD,33444,17979.0
Toyota,RAV4 XLE,2021,47780,RWD,34069,23479.0
Toyota,Camry SE,2014,54341,RWD,33585,13419.0
Toyota,Camry SE,2009,59839,RWD,33585,6868.0
Toyota,Highlander XLE,2005,44414,RWD,33444,1000.0
Toyota,RAV4 XLE,2007,57484,RWD,34069,2795.0
Toyota,Highlander XLE,2016,66840,AWD,33444,17836.0
Toyota,Highlander XLE,2006,90138,RWD,33444,1476.0
Toyota,Highlander XLE,2016,65169,RWD,33444,15206.0
Toyota,Corolla LE,2006,70299,AWD,33503,1479.0
Toyota,Camry SE,2021,32680,RWD,33585,25637.0
Toyota,Corolla LE,2020,65571,FWD,33503,27280.0
Toyota,Highlander XLE,2010,23177,AWD,33444,7756.0
Toyota,Camry SE,2010,38664,FWD,33585,7733.0
Toyota,RAV4 XLE,2014,125662,AWD,34069,15857.0
Toyota,Highlander XLE,2016,0,RWD,33444,20163.0
Toyota,Corolla LE,2019,51300,RWD,33503,24166.0
Toyota,RAV4 XLE,2010,45630,AWD,34069,6835.0
Toyota,RAV4 XLE,2005,97147,AWD,34069,1000.0
Toyota,RAV4 XLE,2013,62331,FWD,34069,14343.0
Toyota,RAV4 XLE,2009,77035,AWD,34069,6090.0
Toyota,RAV4 XLE,2008,80953,AWD,34069,5153.0
Toyota,RAV4 XLE,2022,57353,RWD,34069,31221.0
Toyota,Camry SE,2013,75638,FWD,33585,13658.0
Toyota,Camry SE,2017,0,RWD,33585,19957.0
Toyota,RAV4 XLE,2015,116149,RWD,34069,14190.0
Toyota,Camry SE,2018,35895,RWD,33585,23649.0
Toyota,RAV4 XLE,2017,53761,RWD,34069,21172.0
Toyota,Highlander XLE,2006,45121,FWD,33444,1772.0
Toyota,Corolla LE,2016,29195,RWD,33503,18383.0
Toyota,Camry SE,2009,29635,FWD,33585,5628.0
Toyota,Corolla LE,2012,71163,RWD,33503,12517.0
Toyota,Corolla LE,2021,27023,RWD,33503,26045.0
Toyota,Camry SE,2008,69979,RWD,33585,5501.0
Toyota,Corolla LE,2015,79373,RWD,33503,14739.0
Toyota,Corolla LE,2012,67706,AWD,33503,11302.0
Toyota,RAV4 XLE,2012,0,FWD,34069,12723.0
Toyota,Highlander XLE,2009,88914,AWD,33444,7004.0
Toyota,Corolla LE,2022,49678,AWD,33503,29554.0
Toyota,RAV4 XLE,2007,82697,FWD,34069,3234.0
Toyota,Camry SE,2008,95330,FWD,33585,4835.0
Toyota,Corolla LE,2017,60603,RWD,33503,16607.0
Toyota,RAV4 XLE,2014,62741,RWD,34069,13182.0
Toyota,Corolla LE,2007,51927,AWD,33503,3073.0
Toyota,Camry SE,2021,57756,RWD,33585,26112.0
Toyota,Corolla LE,2017,78487,RWD,33503,20439.0
Toyota,Highlander XLE,2018,84579,RWD,33444,21542.0
Toyota,Highlander XLE,2020,92956,RWD,33444,22260.0
Toyota,RAV4 XLE,2013,60885,FWD,34069,11898.0
Toyota,Camry SE,2009,64579,RWD,33585,6548.0
Toyota,Corolla LE,2011,75810,AWD,33503,10953.0
Toyota,Highlander XLE,2023,45565,FWD,33444,29120.0
Toyota,Camry SE,2019,96122,AWD,33585,24828.0
Toyota,Highlander XLE,2006,46848,AWD,33444,1576.0
Toyota,Highlander XLE,2019,107631,AWD,33444,24889.0
Toyota,Camry SE,2012,66740,AWD,33585,9525.0
Toyota,Corolla LE,2007,7774,FWD,33503,3275.0
Toyota,Camry SE,2006,26705,FWD,33585,1708.0
Toyota,Corolla LE,2023,90247,AWD,33503,28432.0
Toyota,RAV4 XLE,2016,74978,FWD,34069,15897.0
Toyota,Highlander XLE,2005,20271,RWD,33444,1000.0
Toyota,Highlander XLE,2015,13535,FWD,33444,17307.0
Toyota,Camry SE,2014,35048,FWD,33585,15100.0
Toyota,Corolla LE,2013,68928,FWD,33503,11887.0
Toyota,Camry SE,2021,55107,RWD,33585,24603.0
Toyota,Highlander XLE,2007,5618,FWD,33444,3408.0
Toyota,Highlander XLE,2019,56789,RWD,33444,21525.0
Toyota,Corolla LE,2010,94863,RWD,33503,7334.0
Toyota,Corolla LE,2005,70846,RWD,33503,1000.0
Toyota,Camry SE,2010,72846,FWD,33585,8568.0
Toyota,Highlander XLE,2015,97383,RWD,33444,17963.0
Toyota,Camry SE,2019,18211,FWD,33585,20705.0
Toyota,RAV4 XLE,2010,36890,FWD,34069,9058.0
Toyota,Corolla LE,2019,94155,AWD,33503,22810.0
Toyota,Highlander XLE,2013,43764,RWD,33444,14187.0
Toyota,Camry SE,2021,19288,AWD,33585,28414.0
Toyota,Corolla LE,2020,118876,AWD,33503,26430.0
Toyota,RAV4 XLE,2006,60260,RWD,34069,1377.0
Toyota,Corolla LE,2013,88046,AWD,33503,12851.0
Toyota,Corolla LE,2014,54345,RWD,33503,15496.0
Toyota,Camry SE,2023,18728,AWD,33585,25597.0
Toyota,Camry SE,2016,82412,FWD,33585,15627.0
Toyota,Corolla LE,2007,5636,AWD,33503,2859.0
Toyota,Camry SE,2019,74855,RWD,33585,19178.0
Toyota,Camry SE,2010,94451,AWD,33585,8385.0
Toyota,RAV4 XLE,2014,29054,AWD,34069,13432.0
Toyota,RAV4 XLE,2014,90564,FWD,34069,15168.0
Toyota,Highlander XLE,2012,30265,AWD,33444,9754.0
Toyota,Highlander XLE,2021,41220,AWD,33444,21645.0
Toyota,Corolla LE,2020,16870,AWD,33503,23887.0
Toyota,Camry SE,2005,101891,FWD,33585,1000.0
Toyota,Camry SE,2019,82507,FWD,33585,22681.0
Toyota,RAV4 XLE,2013,32905,AWD,34069,13093.0
Toyota,RAV4 XLE,2011,62870,FWD,34069,8772.0
Toyota,Camry SE,2006,69310,FWD,33585,1380.0
Toyota,Camry SE,2018,95443,AWD,33585,22471.0
Toyota,RAV4 XLE,2016,38211,RWD,34069,19807.0
Toyota,RAV4 XLE,2005,38464,AWD,34069,1000.0
Toyota,Camry SE,2021,71466,RWD,33585,27207.0
Toyota,Corolla LE,2023,108093,RWD,33503,28628.0
Toyota,Corolla LE,2015,34557,RWD,33503,18051.0
Toyota,Camry SE,2013,67214,AWD,33585,11878.0
Toyota,Camry SE,2022,43271,RWD,33585,28839.0
Toyota,Highlander XLE,2018,53944,FWD,33444,22716.0
Toyota,RAV4 XLE,2013,69905,AWD,34069,13755.0
Toyota,Corolla LE,2013,54200,RWD,33503,11040.0
Toyota,Camry SE,2010,48262,RWD,33585,8462.0
Toyota,Highlander XLE,2011,237,AWD,33444,8339.0
Toyota,Corolla LE,2016,51719,FWD,33503,15170.0
Toyota,RAV4 XLE,2020,78023,RWD,34069,27058.0
Toyota,Highlander XLE,2012,99473,FWD,33444,11458.0
Toyota,Highlander XLE,2023,39238,RWD,33444,25035.0
Toyota,Corolla LE,2022,38856,AWD,33503,24716.0
Toyota,Camry SE,2017,46615,FWD,33585,16724.0
Toyota,Corolla LE,2012,41817,AWD,33503,10368.0
Toyota,Corolla LE,2023,94762,FWD,33503,29333.0
Toyota,RAV4 XLE,2015,47331,FWD,34069,14646.0
Toyota,Highlander XLE,2017,62258,FWD,33444,16226.0
Toyota,Corolla LE,2020,46681,FWD,33503,22211.0
Toyota,Highlander XLE,2022,52979,AWD,33444,27395.0
Toyota,RAV4 XLE,2022,75470,AWD,34069,30284.0
Toyota,Camry SE,2006,126886,RWD,33585,1671.0
Toyota,RAV4 XLE,2008,63041,FWD,34069,5345.0
Toyota,Camry SE,2006,34816,RWD,33585,1458.0
Toyota,Highlander XLE,2014,28440,RWD,33444,15204.0
Toyota,Corolla LE,2014,60026,RWD,33503,14910.0
Toyota,Highlander XLE,2007,43066,FWD,33444,2680.0
Toyota,Corolla LE,2009,74802,FWD,33503,6917.0
Toyota,Camry SE,2014,93785,RWD,33585,16408.0
Toyota,Camry SE,2005,64691,FWD,33585,1000.0
Toyota,Camry SE,2009,65014,RWD,33585,6385.0
Toyota,Corolla LE,2008,31092,FWD,33503,4984.0
Toyota,RAV4 XLE,2010,58784,FWD,34069,6995.0
Toyota,Camry SE,2020,110695,RWD,33585,25528.0
Toyota,RAV4 XLE,2008,67155,FWD,34069,4241.0
Toyota,Highlander XLE,2010,65588,AWD,33444,7187.0
Toyota,RAV4 XLE,2015,47647,AWD,34069,16595.0
Toyota,RAV4 XLE,2015,36307,RWD,34069,18536.0
Toyota,Corolla LE,2021,49359,AWD,33503,27726.0
Toyota,RAV4 XLE,2022,51028,AWD,34069,29649.0
Toyota,Camry SE,2012,96776,AWD,33585,9895.0
Toyota,Highlander XLE,2009,46665,AWD,33444,6152.0
Toyota,Camry SE,2014,88531,AWD,33585,15790.0
Toyota,Corolla LE,2019,64916,FWD,33503,25478.0
Toyota,RAV4 XLE,2013,32982,AWD,34069,12956.0
Toyota,Highlander XLE,2020,37785,RWD,33444,22416.0
Toyota,Corolla LE,2012,44002,FWD,33503,11191.0
Toyota,Highlander XLE,2007,11932,FWD,33444,2945.0
Toyota,RAV4 XLE,2022,0,FWD,34069,26083.0
Toyota,Camry SE,2011,104992,AWD,33585,10035.0
Toyota,Corolla LE,2010,28977,AWD,33503,6795.0
Toyota,Highlander XLE,2021,85656,FWD,33444,24051.0
Toyota,RAV4 XLE,2008,59976,FWD,34069,5268.0
Toyota,Highlander XLE,2013,56446,RWD,33444,12857.0
Toyota,RAV4 XLE,2021,108472,FWD,34069,22142.0
Toyota,Highlander XLE,2011,91793,RWD,33444,10388.0
Toyota,Camry SE,2023,43061,FWD,33585,27886.0
Toyota,Highlander XLE,2015,21139,AWD,33444,14394.0
Toyota,RAV4 XLE,2021,41100,AWD,34069,22034.0
Toyota,Highlander XLE,2022,56794,FWD,33444,26850.0
Toyota,Camry SE,2010,70068,AWD,33585,7844.0
Toyota,Corolla LE,2012,52966,FWD,33503,10268.0
Toyota,Highlander XLE,2009,74986,RWD,33444,6507.0
Toyota,Highlander XLE,2011,70188,FWD,33444,8937.0
Toyota,Corolla LE,2023,29418,FWD,33503,31631.0
Toyota,Highlander XLE,2022,112024,AWD,33444,26844.0
Toyota,Camry SE,2022,13759,FWD,33585,28807.0
Toyota,RAV4 XLE,2010,70033,FWD,34069,7136.0
Toyota,RAV4 XLE,2010,64354,AWD,34069,9279.0
Toyota,Camry SE,2009,91844,AWD,33585,6184.0
Toyota,Highlander XLE,2022,99927,AWD,33444,29685.0
Toyota,Corolla LE,2010,28963,RWD,33503,7177.0
Toyota,Highlander XLE,2022,6495,AWD,33444,26505.0
Toyota,Highlander XLE,2021,45024,RWD,33444,25130.0
Toyota,RAV4 XLE,2007,103294,RWD,34069,2871.0
Toyota,Corolla LE,2019,47125,RWD,33503,25481.0
Toyota,Highlander XLE,2006,49168,FWD,33444,1646.0
Toyota,Highlander XLE,2022,19530,AWD,33444,25842.0
Toyota,Camry SE,2022,54381,AWD,33585,24858.0
Toyota,RAV4 XLE,2014,90422,FWD,34069,13831.0
Toyota,RAV4 XLE,2022,59366,FWD,34069,31609.0
Toyota,Corolla LE,2006,83554,AWD,33503,1666.0
Toyota,RAV4 XLE,2010,41546,AWD,34069,8582.0
Toyota,RAV4 XLE,2006,115885,FWD,34069,1792.0
Toyota,Camry SE,2021,80778,RWD,33585,28130.0
Toyota,Camry SE,2008,0,AWD,33585,4194.0
Toyota,Camry SE,2008,26982,RWD,33585,4564.0
Toyota,Highlander XLE,2006,90489,AWD,33444,1811.0
Toyota,Corolla LE,2014,78300,FWD,33503,14018.0
Toyota,RAV4 XLE,2008,75526,AWD,34069,4274.0
Toyota,Camry SE,2022,66477,FWD,33585,25003.0
Toyota,Highlander XLE,2016,27673,RWD,33444,15844.0
Toyota,Corolla LE,2022,11973,AWD,33503,23434.0
Toyota,RAV4 XLE,2007,94683,AWD,34069,3356.0
Toyota,Camry SE,2010,89589,FWD,33585,7828.0
Toyota,Corolla LE,2013,21134,RWD,33503,13627.0
Toyota,Highlander XLE,2016,103358,RWD,33444,16551.0
Toyota,Corolla LE,2023,21401,AWD,33503,32160.0
Toyota,Camry SE,2014,74012,FWD,33585,14603.0
Toyota,Corolla LE,2005,68989,FWD,33503,1000.0
Toyota,Highlander XLE,2021,104508,AWD,33444,21440.0
Toyota,RAV4 XLE,2017,86756,FWD,34069,18221.0
Toyota,Highlander XLE,2006,49463,AWD,33444,1667.0
Toyota,RAV4 XLE,2008,75069,AWD,34069,5232.0
Toyota,Camry SE,2007,68764,AWD,33585,3119.0
Toyota,RAV4 XLE,2017,42928,AWD,34069,21033.0
Toyota,Camry SE,2020,65212,FWD,33585,24907.0
Toyota,Highlander XLE,2020,23118,RWD,33444,21793.0
Toyota,Camry SE,2013,97563,FWD,33585,11872.0
Toyota,Corolla LE,2023,42774,RWD,33503,32766.0
Toyota,RAV4 XLE,2011,76756,RWD,34069,10499.0
Toyota,Corolla LE,2017,58675,FWD,33503,19370.0
Toyota,Camry SE,2006,115119,AWD,33585,1602.0
Toyota,Camry SE,2014,58296,RWD,33585,16084.0
Toyota,Corolla LE,2016,116203,RWD,33503,14904.0
Toyota,RAV4 XLE,2014,51403,FWD,34069,16165.0
Toyota,Highlander XLE,2021,94927,RWD,33444,22475.0
Toyota,Camry SE,2019,30472,RWD,33585,23799.0
Toyota,RAV4 XLE,2016,29631,AWD,34069,16649.0
Toyota,RAV4 XLE,2015,100735,AWD,34069,14659.0
Toyota,RAV4 XLE,2022,51030,AWD,34069,27102.0
Toyota,Highlander XLE,2011,51079,FWD,33444,9312.0
Toyota,RAV4 XLE,2005,25844,AWD,34069,1000.0
Toyota,Highlander XLE,2017,77095,AWD,33444,16427.0
Toyota,RAV4 XLE,2020,11791,RWD,34069,28087.0
Toyota,Corolla LE,2012,37610,AWD,33503,11957.0
Toyota,Camry SE,2023,27730,FWD,33585,29510.0
Toyota,RAV4 XLE,2012,65605,RWD,34069,12082.0
Toyota,Corolla LE,2012,59183,AWD,33503,11902.0
Toyota,Camry SE,2018,86204,AWD,33585,22029.0
Toyota,Camry SE,2011,58397,FWD,33585,9741.0
Toyota,Camry SE,2005,76424,AWD,33585,1000.0
Toyota,Corolla LE,2019,41236,AWD,33503,19761.0
Toyota,RAV4 XLE,2018,36668,RWD,34069,18462.0
Toyota,RAV4 XLE,2006,28678,RWD,34069,1818.0
Toyota,RAV4 XLE,2018,29131,FWD,34069,22569.0
Toyota,Camry SE,2010,7877,RWD,33585,8003.0
Toyota,Camry SE,2006,46812,RWD,33585,1444.0
Toyota,RAV4 XLE,2018,61674,AWD,34069,23936.0
Toyota,Corolla LE,2010,46658,FWD,33503,7925.0
Toyota,Camry SE,2015,31148,FWD,33585,14972.0
Toyota,Corolla LE,2021,68661,RWD,33503,23441.0
Toyota,RAV4 XLE,2011,34439,RWD,34069,10163.0
Toyota,RAV4 XLE,2019,77643,RWD,34069,25746.0
Toyota,RAV4 XLE,2007,67693,AWD,34069,2955.0
Toyota,Highlander XLE,2012,56017,AWD,33444,9615.0
Toyota,RAV4 XLE,2013,64576,RWD,34069,14138.0
Toyota,Camry SE,2021,0,FWD,33585,23391.0
Toyota,Corolla LE,2018,37293,FWD,33503,19641.0
Toyota,Corolla LE,2023,75914,FWD,33503,32122.0
Toyota,RAV4 XLE,2009,76585,RWD,34069,7277.0
Toyota,Camry SE,2021,54545,RWD,33585,22382.0
Toyota,RAV4 XLE,2023,63758,AWD,34069,29240.0
Toyota,RAV4 XLE,2013,94312,AWD,34069,12328.0
Toyota,RAV4 XLE,2005,94951,RWD,34069,1000.0
Toyota,Camry SE,2007,53334,RWD,33585,3233.0
Toyota,Camry SE,2006,48515,FWD,33585,1352.0
Toyota,Camry SE,2023,95377,AWD,33585,24457.0
Toyota,Camry SE,2014,69559,RWD,33585,16459.0
Toyota,RAV4 XLE,2023,89279,RWD,34069,31545.0
Toyota,Highlander XLE,2018,75709,FWD,33444,18245.0
Toyota,RAV4 XLE,2017,39381,RWD,34069,21584.0
Toyota,Highlander XLE,2014,32834,AWD,33444,15188.0
Toyota,Camry SE,2022,28332,RWD,33585,24419.0
Toyota,Camry SE,2008,12143,FWD,33585,5402.0
Toyota,Corolla LE,2020,73789,AWD,33503,22762.0
Toyota,Camry SE,2005,35180,AWD,33585,1000.0
Toyota,RAV4 XLE,2010,31979,RWD,34069,9287.0
Toyota,Camry SE,2007,59712,AWD,33585,3291.0
Toyota,Camry SE,2020,40656,RWD,33585,23850.0
Toyota,Camry SE,2019,48814,FWD,33585,19431.0
Toyota,RAV4 XLE,2022,31677,FWD,34069,30355.0
Toyota,RAV4 XLE,2015,16059,AWD,34069,15912.0
Toyota,RAV4 XLE,2005,63430,FWD,34069,1000.0
Toyota,Corolla LE,2015,52805,AWD,33503,14254.0
Toyota,RAV4 XLE,2014,51368,RWD,34069,14155.0
Toyota,Camry SE,2020,111282,FWD,33585,23231.0
Toyota,RAV4 XLE,2018,74929,FWD,34069,21765.0
Toyota,Camry SE,2023,69270,AWD,33585,27316.0
Toyota,Highlander XLE,2019,122445,RWD,33444,24220.0
Toyota,Highlander XLE,2013,90481,AWD,33444,11111.0
Toyota,Corolla LE,2011,63514,RWD,33503,10156.0
Toyota,Corolla LE,2017,29189,RWD,33503,18582.0
Toyota,RAV4 XLE,2010,96418,FWD,34069,7424.0
Toyota,Highlander XLE,2023,45242,AWD,33444,28164.0
Toyota,Highlander XLE,2014,50381,AWD,33444,14725.0
Toyota,Corolla LE,2013,65733,AWD,33503,11366.0
Toyota,Corolla LE,2012,52819,RWD,33503,10071.0
Toyota,Highlander XLE,2020,25540,FWD,33444,20829.0
Toyota,Highlander XLE,2006,44882,FWD,33444,1681.0
Toyota,Highlander XLE,2017,66008,RWD,33444,21204.0
Toyota,Highlander XLE,2012,87810,FWD,33444,10671.0
Toyota,RAV4 XLE,2022,26189,FWD,34069,25954.0
Toyota,Corolla LE,2020,30640,FWD,33503,22621.0
Toyota,Camry SE,2016,114314,AWD,33585,15306.0
Toyota,Camry SE,2005,51552,FWD,33585,1000.0
Toyota,RAV4 XLE,2020,58082,RWD,34069,21525.0
Toyota,Highlander XLE,2005,38836,FWD,33444,1000.0
Toyota,Corolla LE,2010,0,RWD,33503,7188.0
Toyota,Corolla LE,2017,10220,FWD,33503,21789.0
Toyota,RAV4 XLE,2019,104495,FWD,34069,19149.0
Toyota,Camry SE,2009,87805,AWD,33585,7003.0
Toyota,Highlander XLE,2021,90383,AWD,33444,23618.0
Toyota,Corolla LE,2022,79110,RWD,33503,25625.0
Toyota,Camry SE,2021,84424,FWD,33585,23852.0
Toyota,Camry SE,2016,65706,AWD,33585,15635.0
Toyota,Highlander XLE,2017,25165,FWD,33444,18555.0
Toyota,Highlander XLE,2017,64463,AWD,33444,16868.0
Toyota,RAV4 XLE,2013,17752,FWD,34069,13553.0
Toyota,RAV4 XLE,2005,1006,AWD,34069,1000.0
Toyota,RAV4 XLE,2014,118881,FWD,34069,15308.0
Toyota,Camry SE,2012,48145,AWD,33585,10440.0
Toyota,Highlander XLE,2020,24954,RWD,33444,24729.0
Toyota,Corolla LE,2014,63034,RWD,33503,16284.0
Toyota,Corolla LE,2009,54094,FWD,33503,6719.0
Toyota,Highlander XLE,2015,65207,AWD,33444,15827.0
Toyota,Camry SE,2015,109419,AWD,33585,13514.0
Toyota,Highlander XLE,2021,47568,AWD,33444,27775.0
Toyota,Highlander XLE,2023,49571,FWD,33444,30101.0
Toyota,Highlander XLE,2010,96394,FWD,33444,7637.0
Toyota,Camry SE,2017,28316,RWD,33585,19990.0
Toyota,Corolla LE,2016,124114,FWD,33503,17349.0
Toyota,Highlander XLE,2017,21126,AWD,33444,18803.0
Toyota,RAV4 XLE,2018,79502,AWD,34069,22855.0
Toyota,RAV4 XLE,2014,73778,AWD,34069,15230.0
Toyota,RAV4 XLE,2005,81971,AWD,34069,1000.0
Toyota,Camry SE,2023,19178,FWD,33585,26615.0
Toyota,Highlander XLE,2014,47823,FWD,33444,16035.0
Toyota,Highlander XLE,2011,57339,AWD,33444,10565.0
Toyota,RAV4 XLE,2019,74884,FWD,34069,20900.0
Toyota,Corolla LE,2013,64960,RWD,33503,13364.0
Toyota,Corolla LE,2021,114768,FWD,33503,26508.0
Toyota,Camry SE,2015,69458,AWD,33585,16022.0
Toyota,Camry SE,2006,79047,RWD,33585,1658.0
Toyota,RAV4 XLE,2020,27607,FWD,34069,23239.0
Toyota,Highlander XLE,2006,57544,FWD,33444,1497.0
Toyota,Camry SE,2011,23473,AWD,33585,8686.0
Toyota,Camry SE,2010,63894,RWD,33585,8686.0
Toyota,RAV4 XLE,2020,74099,FWD,34069,23433.0
Toyota,Corolla LE,2012,54318,FWD,33503,11520.0
Toyota,RAV4 XLE,2013,46511,AWD,34069,14176.0
Toyota,RAV4 XLE,2014,80306,FWD,34069,16469.0
Toyota,Corolla LE,2020,86214,FWD,33503,25398.0
Toyota,Corolla LE,2011,58467,RWD,33503,9788.0
Toyota,Highlander XLE,2017,81042,RWD,33444,21120.0
Toyota,Highlander XLE,2019,81443,FWD,33444,23632.0
Toyota,Camry SE,2023,72550,FWD,33585,24235.0
Toyota,Highlander XLE,2018,52849,AWD,33444,21849.0
Toyota,RAV4 XLE,2005,43112,RWD,34069,1000.0
Toyota,Corolla LE,2018,24011,RWD,33503,17543.0
Toyota,Highlander XLE,2022,46730,AWD,33444,22965.0
Toyota,Highlander XLE,2015,55272,AWD,33444,16552.0
Toyota,RAV4 XLE,2008,86913,RWD,34069,5375.0
Toyota,Highlander XLE,2017,95339,FWD,33444,19335.0
Toyota,Camry SE,2011,49625,FWD,33585,10252.0
Toyota,Highlander XLE,2022,38594,RWD,33444,28535.0
Toyota,RAV4 XLE,2012,50344,FWD,34069,9760.0
Toyota,RAV4 XLE,2010,86861,RWD,34069,9000.0
Toyota,Camry SE,2019,78882,RWD,33585,19243.0
Toyota,Camry SE,2022,81042,RWD,33585,23793.0
Toyota,RAV4 XLE,2016,73666,AWD,34069,17122.0
Toyota,Camry SE,2007,15464,AWD,33585,3184.0
Toyota,Highlander XLE,2018,102819,AWD,33444,23310.0
Toyota,Corolla LE,2011,73627,RWD,33503,9504.0
Toyota,RAV4 XLE,2022,22575,FWD,34069,25223.0
Toyota,Camry SE,2011,72512,RWD,33585,10505.0
Toyota,Highlander XLE,2011,69084,FWD,33444,10185.0
Toyota,Corolla LE,2014,43998,RWD,33503,14298.0
Toyota,Camry SE,2006,71276,FWD,33585,1405.0
Toyota,RAV4 XLE,2022,38543,FWD,34069,31553.0
Toyota,Camry SE,2018,65441,AWD,33585,22458.0
Toyota,RAV4 XLE,2023,62440,AWD,34069,26102.0
Toyota,Camry SE,2021,59101,AWD,33585,26175.0
Toyota,Corolla LE,2012,15158,FWD,33503,10870.0
Toyota,Highlander XLE,2006,87200,FWD,33444,1732.0
Toyota,RAV4 XLE,2015,33089,RWD,34069,15380.0
Toyota,Corolla LE,2010,78605,AWD,33503,9013.0
Toyota,Corolla LE,2007,69137,AWD,33503,3426.0
Toyota,RAV4 XLE,2021,68619,RWD,34069,22513.0
Toyota,Corolla LE,2021,58230,AWD,33503,24166.0
Toyota,RAV4 XLE,2016,6493,FWD,34069,20027.0
Toyota,Corolla LE,2015,30430,AWD,33503,17298.0
Toyota,Highlander XLE,2019,55820,FWD,33444,21972.0
Toyota,Camry SE,2019,76567,FWD,33585,23107.0
Toyota,Camry SE,2008,74164,RWD,33585,5493.0
Toyota,Highlander XLE,2022,63237,RWD,33444,24324.0
Toyota,Highlander XLE,2016,89363,RWD,33444,16450.0
Toyota,Camry SE,2008,66174,AWD,33585,4371.0
Toyota,Highlander XLE,2023,33156,AWD,33444,32071.0
Toyota,Corolla LE,2023,41413,FWD,33503,33013.0
Toyota,RAV4 XLE,2008,64098,FWD,34069,5453.0
Toyota,Highlander XLE,2013,19213,AWD,33444,14432.0
Toyota,Highlander XLE,2012,87307,RWD,33444,12072.0
Toyota,Camry SE,2023,95578,FWD,33585,26835.0
Toyota,Corolla LE,2008,78696,FWD,33503,5396.0
Toyota,RAV4 XLE,2010,46902,RWD,34069,8588.0
Toyota,Camry SE,2018,111852,FWD,33585,18534.0
Toyota,Camry SE,2005,50155,FWD,33585,1000.0
Toyota,Highlander XLE,2014,35387,FWD,33444,12170.0
Toyota,Corolla LE,2019,33996,FWD,33503,24907.0
